,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,$p13$,$l13$,$r13$,$\gamma13$,$l14$,$p14$
590,1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
591,1,1,2,0,1,6000,0.0,205.0,240.0,1.0,1,0,0.7800945854996683,1.2662176559781304,-0.7800945854996683,0.6357533375478005,1.3297929897329104,0.7908063907999269
593,1,1,0,0,0,3859,3300.0,142.0,180.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
594,1,1,0,0,1,16120,0.0,260.0,360.0,1.0,2,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
595,1,0,0,1,0,3833,0.0,110.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
596,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,0,0,0.7399382097017709,1.0456474245356082,-0.7399382097017709,0.6357533375478005,1.1092227582903882,0.751984181165449
598,1,1,0,0,1,9963,0.0,180.0,360.0,1.0,0,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
599,1,1,2,0,0,5780,0.0,192.0,360.0,1.0,2,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
602,1,1,3,0,0,5703,0.0,128.0,360.0,1.0,2,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
603,1,0,0,0,0,3676,4301.0,172.0,360.0,1.0,0,1,0.6545258756271753,0.6389933723959716,0.34547412437282465,-1.5849431579974214,0.4804990565962295,0.617865712790236
604,0,1,1,0,0,12000,0.0,496.0,360.0,1.0,1,1,0.7414645906429118,1.0535947420808451,0.2585354093570882,0.6357533375478005,1.117170075835625,0.7534634173563224
606,1,1,1,0,0,3400,2500.0,173.0,360.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,-1.5849431579974214,0.8871531087358661,0.7083023249583722
607,1,1,2,1,0,3987,1411.0,157.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
608,1,1,0,0,0,3232,1950.0,108.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
609,0,0,0,0,0,2900,0.0,71.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
610,1,1,3,0,0,4106,0.0,40.0,180.0,1.0,0,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
611,1,1,1,0,0,8072,240.0,253.0,360.0,1.0,2,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
612,1,1,2,0,0,7583,0.0,187.0,360.0,1.0,2,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
613,0,0,0,0,1,4583,0.0,133.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
